Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound_P
Feb,3,Wednesday,Pontiac,Urban,Friday,Mar,1,Female,Married,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12509,15,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0
Feb,1,Sunday,Pontiac,Urban,Tuesday,Feb,2,Male,Married,39,Policy Holder,Utility - All Perils,Utility,more than 69000,12510,16,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0
Dec,3,Thursday,Mazda,Urban,Tuesday,Dec,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12511,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
Oct,3,Thursday,Pontiac,Urban,Wednesday,Oct,4,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12512,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0
Apr,3,Monday,Toyota,Urban,Monday,Apr,3,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12513,13,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0
Apr,3,Tuesday,Pontiac,Urban,Tuesday,Apr,3,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12514,4,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0
Oct,2,Saturday,Chevrolet,Urban,Tuesday,Oct,3,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12515,16,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
Aug,2,Wednesday,Porche,Urban,Friday,Aug,2,Male,Single,56,Policy Holder,Utility - Collision,Utility,40000 to 59000,12516,16,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0
Dec,1,Friday,Toyota,Urban,Monday,Dec,1,Female,Single,28,Third Party,Sedan - Collision,Sedan,less than 20000,12517,2,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,0
Nov,4,Monday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,73,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12518,11,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,Collision,0
May,4,Saturday,Chevrolet,Urban,Wednesday,May,5,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12519,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,1
Jul,3,Wednesday,Chevrolet,Urban,Wednesday,Jul,4,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,more than 69000,12520,3,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0
Dec,5,Wednesday,Toyota,Urban,Monday,Jan,1,Male,Single,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12521,1,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0
Jan,5,Monday,Mazda,Urban,Tuesday,Apr,1,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,more than 69000,12522,13,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0
Feb,4,Monday,Honda,Urban,Tuesday,Feb,4,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12523,8,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,0
Mar,2,Sunday,Honda,Urban,Thursday,Mar,3,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12524,10,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0
Mar,3,Tuesday,VW,Rural,Tuesday,Mar,3,Male,Married,54,Policy Holder,Sedan - Liability,Sport,40000 to 59000,12525,7,700,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0
Apr,3,Wednesday,Pontiac,Urban,Tuesday,Apr,4,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12526,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0
May,2,Wednesday,Honda,Urban,Wednesday,May,2,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12527,11,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0
May,3,Thursday,Mazda,Urban,Friday,May,3,Male,Single,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12528,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,0
May,3,Friday,Pontiac,Urban,Tuesday,May,5,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12529,14,400,3,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,0
May,4,Saturday,Honda,Rural,Monday,May,5,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12530,8,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,1
Jun,1,Wednesday,Chevrolet,Urban,Wednesday,Jun,3,Male,Single,28,Policy Holder,Utility - All Perils,Utility,more than 69000,12531,8,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0
Jun,1,Friday,Pontiac,Urban,Tuesday,Jun,2,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12532,11,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,0
Jun,3,Sunday,Chevrolet,Urban,Thursday,Jun,4,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,12533,10,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0
Jun,3,Saturday,Pontiac,Urban,Monday,Jun,3,Female,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12534,3,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0
Jun,5,Tuesday,Pontiac,Urban,Monday,Jul,1,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12535,3,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
Jun,4,Monday,Toyota,Urban,Monday,Jun,4,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12536,14,400,4,more than 30,more than 30,none,3 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0
Jun,5,Wednesday,Honda,Urban,Wednesday,Jun,5,Male,Married,68,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12537,16,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0
Jul,5,Thursday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,56,Third Party,Sedan - Collision,Sedan,20000 to 29000,12538,5,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Collision,0
Jul,5,Friday,Honda,Urban,Wednesday,Sep,3,Male,Married,49,Third Party,Sedan - All Perils,Sedan,20000 to 29000,12539,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0
Aug,4,Thursday,Pontiac,Urban,Tuesday,Sep,2,Male,Married,76,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12540,2,400,3,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0
Oct,2,Wednesday,Honda,Urban,Tuesday,Oct,3,Male,Married,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,12541,15,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0
Oct,4,Thursday,Pontiac,Urban,Thursday,Oct,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12542,4,400,2,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0
Nov,1,Friday,Pontiac,Urban,Tuesday,Nov,2,Female,Married,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12543,9,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0
Nov,1,Sunday,Honda,Urban,Monday,Nov,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12544,7,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0
Nov,2,Monday,Mazda,Urban,Monday,Nov,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12545,7,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0
Dec,2,Wednesday,Toyota,Rural,Monday,Dec,2,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12546,15,400,4,more than 30,more than 30,1,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0
Feb,1,Wednesday,Toyota,Urban,Tuesday,Feb,5,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,more than 69000,12547,11,500,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,2 to 3 years,3 to 4,1996,All Perils,0
Mar,1,Sunday,Mazda,Urban,Wednesday,Mar,2,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12548,9,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0
Mar,2,Wednesday,Pontiac,Urban,Friday,Mar,3,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12549,5,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
May,4,Saturday,Pontiac,Urban,Tuesday,May,5,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12550,10,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,1
Apr,4,Friday,Toyota,Urban,Thursday,Apr,4,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12551,15,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0
Jun,2,Saturday,Pontiac,Urban,Thursday,Jul,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12552,16,400,1,more than 30,more than 30,none,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1996,Collision,0
Jul,2,Saturday,Pontiac,Urban,Thursday,Jul,2,Male,Single,19,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12553,14,400,4,more than 30,more than 30,1,4 years,21 to 25,No,No,External,none,no change,1 vehicle,1996,Liability,0
Jul,2,Sunday,Honda,Urban,Thursday,Jul,2,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,12554,6,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
May,5,Sunday,Mazda,Urban,Wednesday,Jun,4,Male,Married,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,12555,2,400,4,more than 30,more than 30,1,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1996,Collision,0
Jul,3,Friday,Honda,Urban,Thursday,Jul,3,Male,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12556,3,700,3,8 to 15,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0
Jul,3,Wednesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12557,10,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0
May,5,Sunday,Mazda,Urban,Thursday,Jun,1,Male,Married,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,12558,15,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0
Jul,3,Tuesday,Mazda,Urban,Thursday,Jul,3,Male,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,12559,15,400,2,more than 30,more than 30,1,6 years,26 to 30,No,No,External,3 to 5,1 year,2 vehicles,1996,All Perils,0
Oct,1,Tuesday,Pontiac,Urban,Thursday,Oct,1,Male,Married,71,Third Party,Sedan - All Perils,Sedan,less than 20000,12560,16,400,3,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0
May,5,Sunday,VW,Urban,Friday,Jun,1,Male,Married,40,Third Party,Sedan - All Perils,Sedan,30000 to 39000,12561,3,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,0
Nov,2,Tuesday,Honda,Urban,Friday,Nov,2,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12562,8,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
Oct,3,Friday,Toyota,Urban,Wednesday,Nov,4,Male,Married,72,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12563,16,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
Sep,3,Wednesday,Pontiac,Rural,Monday,Sep,4,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12564,12,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
Aug,3,Wednesday,BMW,Urban,Tuesday,Aug,4,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12565,7,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,0
Aug,1,Thursday,Toyota,Urban,Thursday,Aug,1,Female,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12566,5,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0
Aug,1,Wednesday,Mazda,Urban,Thursday,Aug,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,less than 20000,12567,3,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
Jul,3,Thursday,Honda,Rural,Wednesday,Aug,1,Female,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12568,16,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,0
May,5,Monday,Honda,Urban,Wednesday,May,5,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12569,15,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,1
Jul,3,Wednesday,Pontiac,Urban,Tuesday,Jul,4,Male,Married,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,12570,5,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0
Jul,2,Saturday,Honda,Urban,Monday,Jul,2,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12571,15,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,0
Jul,2,Friday,Ford,Urban,Tuesday,Jul,2,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,60000 to 69000,12572,12,400,1,8 to 15,15 to 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,0
May,4,Friday,Mazda,Urban,Monday,May,5,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12573,1,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,0
May,3,Wednesday,Mazda,Urban,Wednesday,May,3,Female,Single,49,Policy Holder,Sedan - Liability,Sport,more than 69000,12574,14,400,1,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,0
May,3,Tuesday,Honda,Urban,Wednesday,May,3,Male,Single,27,Policy Holder,Sedan - Liability,Sport,more than 69000,12575,3,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,0
Apr,4,Sunday,Pontiac,Rural,Monday,Apr,4,Male,Single,32,Third Party,Sedan - All Perils,Sedan,30000 to 39000,12576,12,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0
Apr,4,Sunday,Toyota,Urban,Monday,Apr,4,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12577,10,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0
Apr,3,Wednesday,VW,Urban,Friday,Apr,4,Male,Married,71,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12578,12,400,3,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0
Feb,4,Friday,Honda,Urban,Monday,Mar,4,Female,Single,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12579,4,400,4,more than 30,more than 30,1,7 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1996,All Perils,0
Jan,4,Wednesday,Ford,Urban,Thursday,Mar,3,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12580,7,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,All Perils,0
Dec,3,Wednesday,Toyota,Urban,Thursday,Dec,4,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12581,15,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,0
Nov,4,Monday,Honda,Urban,Tuesday,Nov,4,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12582,2,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,0
Nov,2,Friday,Chevrolet,Urban,Friday,Nov,2,Male,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12583,7,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0
Nov,2,Friday,Mazda,Urban,Friday,Nov,3,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12584,16,400,3,more than 30,more than 30,none,2 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0
Nov,1,Friday,Toyota,Urban,Friday,Nov,2,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12585,16,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0
Nov,1,Thursday,Accura,Urban,Wednesday,Nov,2,Female,Married,39,Policy Holder,Sedan - All Perils,Sedan,more than 69000,12586,6,400,3,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0
Nov,1,Tuesday,Pontiac,Urban,Friday,Dec,3,Female,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,12587,8,700,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0
Nov,1,Wednesday,Pontiac,Urban,Monday,Nov,2,Male,Married,47,Third Party,Sedan - All Perils,Sedan,less than 20000,12588,14,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,3 to 4,1996,All Perils,0
Oct,2,Wednesday,Toyota,Urban,Friday,Oct,3,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12589,5,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0
Oct,2,Thursday,Toyota,Urban,Tuesday,Nov,2,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12590,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0
Sep,3,Monday,Toyota,Urban,Wednesday,Sep,4,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12591,10,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0
Sep,3,Tuesday,Chevrolet,Urban,Thursday,Sep,4,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,12592,12,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0
Aug,4,Friday,Toyota,Urban,Thursday,Sep,1,Male,Married,73,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12593,10,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0
